model,BM,balanced_acc,acc,precision,recall,f1,mcc,eq_opp_diff,avg_odd_diff,spd,disparate_impact,theil_idx,fair_score
mlp,preDisparate posEqqOds,0.53390096,0.60080402,0.129701686,0.447627574,0.201126307,0.046253774,0.448833034,0.294727345,0.16188439,1.714989391,0.123484107,1
cat,preReweighing posCalibrated,0.617772269,0.574070352,0.162740437,0.674127126,0.26218663,0.050755941,-0.326750449,-0.043404827,0.22091886,1.9006692,0.096847579,1
mlp,posEqqOds,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
cat,preDisparate posROC,0.62468792,0.67798995,0.186542505,0.555953447,0.279352227,0.048158796,-0.44524237,-0.169029018,0.089768007,1.365977258,0.107929552,1
tabtransformer,preReweighing posCalibrated,0.593352622,0.512663317,0.147258979,0.69740376,0.243171531,0.040555231,0.030819868,0.201814352,0.363784718,3.142287786,0.092561466,1
tabtransformer,posROC,0.597935825,0.648542714,0.166666667,0.532676813,0.253893749,0.036390348,-0.134350688,0.011673569,0.152056751,1.732637071,0.112152573,0.964
cat,posEqqOds,0.617772269,0.574070352,0.162740437,0.674127126,0.26218663,0.050755941,-0.326750449,-0.043404827,0.22091886,1.9006692,0.096847579,1
mlp,preReweighing posROC,0.533611089,0.584321608,0.128659287,0.468218442,0.201852567,0.047558807,0.469479354,0.345866854,0.240009837,2.413391263,0.121199207,1
tabnet,preReweighing posCalibrated,0.607071776,0.584924623,0.160162418,0.635631155,0.255855856,0.038127695,-0.36535009,-0.061243871,0.220285926,1.972929507,0.101420939,1
tabnet,posROC,0.609117595,0.567035176,0.158570511,0.663384064,0.255958549,0.034245026,-0.337522442,-0.065602847,0.187628803,1.662955104,0.098030215,1
mlp,preReweighing posCalibrated,0.537783456,0.58201005,0.130466472,0.480752014,0.205236002,0.046734258,0.482046679,0.34419993,0.226193949,2.198827928,0.119714656,1
tabnet,posCalibrated,0.609117595,0.567035176,0.158570511,0.663384064,0.255958549,0.034245026,-0.337522442,-0.065602847,0.187628803,1.662955104,0.098030215,1
lgbm,posCalibrated,0.614331826,0.637386935,0.171977877,0.584601611,0.265771266,0.051540652,-0.416517056,-0.129845685,0.137055063,1.558762951,0.106589418,1
tabtransformer,preDisparate posROC,0.586387409,0.62040201,0.156508264,0.54252462,0.242934456,0.040057901,-0.124476361,0.053290682,0.220508978,2.298552872,0.111943513,1
cat,posROC,0.617772269,0.574070352,0.162740437,0.674127126,0.26218663,0.050755941,-0.326750449,-0.043404827,0.22091886,1.9006692,0.096847579,1
xgb,posEqqOds,0.612361058,0.635276382,0.170686943,0.582811101,0.264043805,0.054999573,-0.418312388,-0.119604788,0.157741721,1.6966926,0.106863127,1
mlp,preLFR posEqqOds,0.5,0.887738693,0,0,,-1.03E-94,0,0,0,,0.119077843,0
lr,preReweighing posCalibrated,0.602581108,0.642211055,0.167619048,0.551477171,0.257095159,0.035222752,-0.4497307,-0.161348329,0.10575913,1.400373851,0.110241084,1
lr,posEqqOds,0.604424525,0.559396985,0.155887929,0.662488809,0.252387449,0.035273262,-0.004189108,0.145561144,0.289950643,2.536738406,0.098023141,1
tabtransformer,preDisparate posCalibrated,0.6004875,0.646130653,0.167404538,0.541629364,0.255759882,0.043586589,-0.125374028,0.058325169,0.232378403,2.759436481,0.11122265,1
tabnet,preReweighing posROC,0.609117595,0.567035176,0.158570511,0.663384064,0.255958549,0.034245026,-0.337522442,-0.065602847,0.187628803,1.662955104,0.098030215,1
lgbm,preReweighing posEqqOds,0.615669844,0.591859296,0.164539654,0.646374217,0.262306994,0.051934212,-0.354578097,-0.089273564,0.158832198,1.5612071,0.100166283,1
lgbm,posROC,0.614331826,0.637386935,0.171977877,0.584601611,0.265771266,0.051540652,-0.416517056,-0.129845685,0.137055063,1.558762951,0.106589418,1
cat,preDisparate posCalibrated,0.62468792,0.67798995,0.186542505,0.555953447,0.279352227,0.048158796,-0.44524237,-0.169029018,0.089768007,1.365977258,0.107929552,1
cat,preReweighing posEqqOds,0.617772269,0.574070352,0.162740437,0.674127126,0.26218663,0.050755941,-0.326750449,-0.043404827,0.22091886,1.9006692,0.096847579,1
xgb,preReweighing posEqqOds,0.612361058,0.635276382,0.170686943,0.582811101,0.264043805,0.054999573,-0.418312388,-0.119604788,0.157741721,1.6966926,0.106863127,1
mlp,preReweighing posEqqOds,0.533611089,0.584321608,0.128659287,0.468218442,0.201852567,0.047558807,0.469479354,0.345866854,0.240009837,2.413391263,0.121199207,1
lr,preDisparate posCalibrated,0.604834094,0.63718593,0.167688616,0.563115488,0.25842235,0.035776804,-0.103830042,0.045359259,0.189314086,2.003364656,0.109076058,1
xgb,posROC,0.612361058,0.635276382,0.170686943,0.582811101,0.264043805,0.054999573,-0.418312388,-0.119604788,0.157741721,1.6966926,0.106863127,1
mlp,preDisparate posCalibrated,0.53390096,0.60080402,0.129701686,0.447627574,0.201126307,0.046253774,0.448833034,0.294727345,0.16188439,1.714989391,0.123484107,1
xgb,preReweighing posROC,0.612361058,0.635276382,0.170686943,0.582811101,0.264043805,0.054999573,-0.418312388,-0.119604788,0.157741721,1.6966926,0.106863127,1
lr,preReweighing posEqqOds,0.602581108,0.642211055,0.167619048,0.551477171,0.257095159,0.035222752,-0.4497307,-0.161348329,0.10575913,1.400373851,0.110241084,1
tabnet,preDisparate posCalibrated,0.599022132,0.606733668,0.160019455,0.589077887,0.25167336,0.033583024,0.590664273,0.461791205,0.358572542,7.334781584,0.106755616,1
tabnet,preReweighing posEqqOds,0.607071776,0.584924623,0.160162418,0.635631155,0.255855856,0.038127695,-0.36535009,-0.061243871,0.220285926,1.972929507,0.101420939,1
lgbm,preReweighing posROC,0.615669844,0.591859296,0.164539654,0.646374217,0.262306994,0.051934212,-0.354578097,-0.089273564,0.158832198,1.5612071,0.100166283,1
tabtransformer,preReweighing posROC,0.594330226,0.56160804,0.152346261,0.63652641,0.245850622,0.038823329,-0.030221424,0.139698579,0.30083635,2.77159184,0.101118458,1
lgbm,preDisparate posEqqOds,0.620371377,0.630753769,0.173268592,0.60698299,0.269582505,0.050026741,-0.394075404,-0.113444397,0.148775787,1.606547439,0.104203654,1
mlp,preDisparate posROC,0.53390096,0.60080402,0.129701686,0.447627574,0.201126307,0.046253774,0.448833034,0.294727345,0.16188439,1.714989391,0.123484107,1
lr,preDisparate posEqqOds,0.604834094,0.63718593,0.167688616,0.563115488,0.25842235,0.035776804,-0.103830042,0.045359259,0.189314086,2.003364656,0.109076058,1
xgb,preDisparate posEqqOds,0.611696636,0.628542714,0.169104439,0.589973142,0.262863981,0.055903711,-0.411131059,-0.111744512,0.166128101,1.733732444,0.106228667,1
cat,preDisparate posEqqOds,0.62468792,0.67798995,0.186542505,0.555953447,0.279352227,0.048158796,-0.44524237,-0.169029018,0.089768007,1.365977258,0.107929552,1
tabnet,preDisparate posROC,0.599022132,0.606733668,0.160019455,0.589077887,0.25167336,0.033583024,0.590664273,0.461791205,0.358572542,7.334781584,0.106755616,1
lgbm,preDisparate posROC,0.620371377,0.630753769,0.173268592,0.60698299,0.269582505,0.050026741,-0.394075404,-0.113444397,0.148775787,1.606547439,0.104203654,1
tabtransformer,preDisparate posEqqOds,0.590295548,0.552361809,0.149842602,0.639212175,0.242774566,0.039977684,-0.361759425,-0.050833032,0.23486248,1.957516264,0.100642802,1
mlp,preLFR posCalibrated,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
tabnet,preDisparate posEqqOds,0.599022132,0.606733668,0.160019455,0.589077887,0.25167336,0.033583024,0.590664273,0.461791205,0.358572542,7.334781584,0.106755616,1
tabtransformer,preLFR posCalibrated,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
tabtransformer,preLFR posROC,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
xgb,preDisparate posCalibrated,0.611696636,0.628542714,0.169104439,0.589973142,0.262863981,0.055903711,-0.411131059,-0.111744512,0.166128101,1.733732444,0.106228667,1
xgb,preDisparate posROC,0.611696636,0.628542714,0.169104439,0.589973142,0.262863981,0.055903711,-0.411131059,-0.111744512,0.166128101,1.733732444,0.106228667,1
lr,preDisparate posROC,0.604834094,0.63718593,0.167688616,0.563115488,0.25842235,0.035776804,-0.103830042,0.045359259,0.189314086,2.003364656,0.109076058,1
xgb,preLFR posEqqOds,0.5,0.887738693,0,0,,0,0,0,0,,0.119077843,0
mlp,preLFR posROC,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
xgb,preLFR posCalibrated,0.5,0.887738693,0,0,,0,0,0,0,,0.119077843,0
tabtransformer,preLFR posEqqOds,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
metafair,preLFR posCalibrated,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
adversarial,preDisparate inAD,0.581355412,0.521909548,0.143835616,0.658012534,0.236068733,0.007428913,-0.342908438,-0.425239941,-0.489037082,0.510962918,0.097582971,1
metafair,posEqqOds,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
adversarial,preReweighing inAD posEqqOds,0.533942768,0.267638191,0.120541205,0.877350045,0.211960636,0.002844825,-0.122980251,-0.086901716,-0.051111353,0.941110833,0.050868928,0.387
xgb,preLFR posROC,0.5,0.887738693,0,0,,0,0,0,0,,0.119077843,0
adversarial,preReweighing inAD,0.578532059,0.630753769,0.154366045,0.511190689,0.237126246,0.008643439,0.512567325,0.424298008,0.354780656,19.80337476,0.115307667,1
adversarial,inAD posCalibrated,0.502805008,0.121407035,0.112826241,0.994628469,0.202663262,0.001768991,0.328845003,0.370095962,0.406910041,1.695684909,0.018441792,1
adversarial,preLFR inAD posEqqOds,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
adversarial,preReweighing inAD posROC,0.576624384,0.689849246,0.164107813,0.430617726,0.237648221,0.009057391,0.097546379,0.127905605,0.163367592,2.236926053,0.121241654,1
adversarial,preLFR inAD,0.514556841,0.417889447,0.116991643,0.639212175,0.197783934,0.018949491,0.640933573,0.566911054,0.502837719,5.441733185,0.093981615,1
metafair,preLFR,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
adversarial,inAD posEqqOds,0.57267464,0.511356784,0.139973082,0.651745748,0.230452675,0.004297106,-0.014961101,-0.16517496,-0.290152724,0.642369898,0.097937583,0.945
adversarial,inAD posROC,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
adversarial,preReweighing inAD posCalibrated,0.579067611,0.635175879,0.155281207,0.506714414,0.237715246,0.010465506,-0.160383004,-0.025592846,0.102727909,1.388898512,0.115679535,0.804
adversarial,preDisparate inAD posCalibrated,0.536235586,0.734773869,0.145716946,0.280214861,0.191730475,0.002118127,0.280969479,0.244947907,0.217035465,inf,0.133065288,1
metafair,preLFR posROC,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
adversarial,preLFR inAD posROC,0.50055562,0.887336683,0.25,0.00179051,0.003555556,0.010656399,0.001795332,0.001239235,0.000808326,inf,0.119113376,1
metafair,preLFR posEqqOds,0.5,0.887738693,0,0,,,0,0,0,,0.119077843,0
adversarial,preDisparate inAD posEqqOds,0.600065515,0.59678392,0.159010601,0.604297225,0.251771727,0.01088214,0.605924596,0.465968105,0.353041993,5.677806406,0.105068318,1
adversarial,preDisparate inAD posROC,0.515640056,0.880100503,0.286516854,0.045658013,0.078764479,0.001981737,0.045780969,0.030120361,0.017985248,inf,0.118664772,1
adversarial,preLFR inAD posCalibrated,0.497697604,0.863517588,0.096989967,0.025962399,0.040960452,-0.008481096,0.026032316,0.02838676,0.030211175,inf,0.126775501,1
